Year Month Day Latitude Longitude Size
1967 8 11 50.4 -117.1 1993.80
1967 6 29 49.6719 -73.6192 518.00
1967 8 11 51.8 -118.6 285.30
1967 6 4 48.8004 -69.0341 2428.20
1967 6 4 47.4375 -81.625 890.00
1967 7 4 50.1 -121.5 223.30
1967 6 21 62.667 -121.467 763.44
1967 6 24 58.6 -123.6 356.10
1967 6 29 53.375 -95.93 200.00
1967 6 29 48.8044 -75.4957 321.10
1967 6 17 62.967 -140.095 4578.22
1967 5 30 50.433 -96.333 398.00
1967 8 11 56.5 -95.5 5120.00
1967 8 22 61.783 -114.817 486.01
1967 8 30 53.114 -99.804 320.00
1967 8 5 50.9 -116.6 3525.20
1967 9 18 53.808 -95.392 1000.00
1967 6 30 51.3762 -69.6243 8324.60
1967 6 30 51.6762 -69.7541 323.40
1967 7 24 63.667 -118.833 259.21
1967 6 19 54.038 -108.633 813.76
1967 7 17 55.9 -123.2 2771.20
1967 8 11 50.3 -117.2 623.20
1967 9 15 53.194 -104.907 1138.46
1967 6 14 65.7 -128.75 4050.01
1967 9 22 54.1 -95.966 200.00
1967 8 27 50.444 -96.066 1040.00
1967 8 31 56.35 -101.35 220.00
1967 8 13 52 -124 995.50
1967 6 1 53.256 -104.816 15392.71
1967 7 17 66.667 -133.583 1417.51
1967 9 21 52.5 -121.7 1610.60
1967 6 1 54.9 -127.7 209.20
1967 9 1 49.4 -116.8 3799.10
1967 6 3 49.8103 -71.1381 2078.90
1967 8 11 56.27 -95.13 3500.00
1967 6 29 52.4896 -68.2344 1607.90
1967 8 27 50.5 -121.6 983.30
1967 6 28 49.49 -73.7172 1032.00
1967 8 11 49.1 -117 329.80
1967 8 11 56.42 -96.25 424.00
1967 9 15 48.5 -123.9 404.60
1967 8 29 52.4 -123.8 254.10
1967 6 1 50.422 -95.447 882.00
1967 7 13 62.483 -120.75 6196.51
1967 6 29 51.9886 -68.9333 4150.10
1967 6 30 0 0 201.50
1967 9 22 49.968 -95.945 908.00
1967 7 13 53.68 -96.116 200.00
1967 7 13 50 -114.6 3738.00
1967 8 29 54.7 -98.359 830.00
1967 6 4 48.371 -71.313 411.80
1967 8 11 50.4 -117.1 234.70
1967 5 28 55.1 -127.3 649.50
1967 6 16 63.93 -138.83 2805.33
1967 6 30 51.8325 -67.3001 1545.90
1967 6 1 55.297 -98.375 856.00
1967 5 16 54.5494 -110.2915 306.70
1967 7 25 52.5804 -68.9496 2222.60
1967 6 15 63.38 -139.92 16804.93
1967 6 30 51.5271 -70.4576 4485.60
1967 6 25 61.117 -124.083 911.26
1967 8 10 55.13 -94.12 320.00
1967 6 26 54.31 -94.38 432.00
1967 8 29 51.4 -123.9 364.60
1967 7 15 56.0051 -119.0075 509.30
1967 8 23 54.482 -100.287 1000.00
1967 6 14 65.828 -140.84 550.03
1967 8 8 55.1 -93.216 4000.00
1967 6 28 49.6544 -72.3104 802.90
1967 5 28 58.2694 -116.4378 356.36
1967 9 15 51 -121.9 283.20
1967 6 29 49.625 -73.458 202.30
1967 7 21 60.7 -104.75 521.65
1967 6 26 61.7 -125.667 1123.89
1967 6 19 50.7923 -74.5068 3321.70
1967 6 30 0 0 201.90
1967 6 25 60.383 -114.033 265.10
1967 5 26 53.809 -101.064 360.00
1967 6 20 49.8395 -72.1342 2395.80
1967 6 17 62.82 -139.904 282.76
1967 6 17 64.417 -117.25 518.41
1967 6 1 48.021 -77.4053 2185.40
1967 7 28 50.8179 -71.915 1036.00
1967 6 15 54.642 -98.283 440.00
1967 6 30 60.333 -115.667 518.41
1967 6 25 60.167 -119.75 2008.81
1967 8 29 56.375 -98.38 592.00
1967 8 13 53.78 -96.53 6656.00
1967 8 5 49.9 -118.1 333.80
1967 6 17 63.367 -139.293 752.65
1967 6 17 63.251 -137.196 6055.71
1967 7 18 53.58 -95.88 400.00
1967 6 4 48.3791 -70.2601 257.00
1967 9 29 52.5 -121.4 212.40
1967 6 28 49.5327 -71.0476 334.70
1967 7 30 51.6 -116.8 469.40
1967 6 4 51.99 -108.773 2974.49
1967 7 31 49.3 -117.6 2844.90
1967 6 28 49.5889 -72.3801 228.70
1967 7 25 52.6918 -69.0473 4809.00
1967 6 29 51.8431 -65.613 8618.60
1967 5 28 52.081 -100.272 3320.00
1967 6 25 51.9 -119.5 356.10
1967 7 23 55.55 -94.38 2000.00
1967 8 11 55.3 -96.47 15104.00
1967 5 27 53.689 -107.505 1012.14
1967 6 18 62.55 -121.75 542.71
1967 7 25 52.8791 -70.3599 404.10
1967 6 18 50.0782 -75.0538 2122.20
1967 7 18 62.7 -122.667 218.71
1967 6 4 48.47 -72.27 202.30
1967 7 24 57.4 -121.6 2330.90
1967 8 5 57.13 -97.62 15872.00
1967 6 28 48.768 -75.5544 295.40
1967 8 15 53 -125.3 619.10
1967 9 12 54.857 -105.801 202.42
1967 6 19 49.0552 -77.9683 480.00
1967 6 4 51.317 -97.475 200.00
1967 9 18 54.6086 -117.0471 1241.60
1967 6 20 62.383 -123.883 2342.94
1967 6 20 61.3 -121.233 935.56
1967 8 11 55.85 -95.83 2000.00
1967 8 28 54.93 -95.5 9600.00
1967 8 11 50.3 -117.1 309.50
1967 5 18 54.056 -109.853 283.40
1967 6 17 63.401 -139.31 7126.97
1967 5 31 56.47 -97.82 9800.00
1967 6 28 50.2741 -72.9135 414.40
1967 7 21 60.733 -105.917 1425.61
1967 7 28 52.5 -121.3 1246.80
1967 7 10 53.78 -106.88 10882.59
1967 7 1 56.83 -99.38 240.00
1967 6 30 51.3183 -69.5008 1899.20
1967 7 6 51.5354 -70.153 1212.30
1967 6 16 62.63 -131.95 1552.21
1967 6 28 54.97 -94.28 920.00
1967 6 5 53.43 -57.27 2591.00
1967 8 18 52.6 -123.9 296.20
1967 6 29 52.0642 -69.1726 3099.60
1967 6 12 53.3266 -77.0247 485.60
1967 9 15 57.6 -123.7 323.70
1967 6 21 54.3 -125.7 1052.10
1967 6 2 53.794 -101.584 480.00
1967 6 20 62.1 -123.817 230.86
1967 6 3 50.0625 -92.125 3607.00
1967 6 30 50.8161 -71.271 443.50
1967 6 1 54.8 -126.9 433.40
1967 6 29 52.7663 -68.0693 2264.70
1967 6 12 53.718 -107.729 453.44
1967 6 12 54.405 -109.886 242.91
1967 6 2 48.5681 -71.2832 513.20
1967 8 12 50.5 -119.7 930.70
1967 8 12 56.95 -97.8 1624.00
1967 6 2 50.3125 -86.375 5223.00
1967 6 18 64.967 -140.717 3326.92
1967 8 13 56.3763 -118.8719 336.50
1967 8 18 54.2885 -115.0661 422.70
1967 7 21 61.417 -106.583 388.81
1967 6 26 61.267 -125.667 4171.51
1967 9 12 49.6 -124.3 806.50
1967 8 1 51.8 -119.5 546.30
1967 6 24 58.3 -123.4 2205.50
1967 9 6 53.716 -95.8 1200.00
1967 6 16 63.83 -137.7 4095.00
1967 6 29 49.8638 -72.644 1331.00
1967 8 31 50.7 -118.5 2349.20
1967 6 14 65.641 -140.96 259.46
1967 9 1 50.3 -122.5 404.60
1967 6 2 47.6875 -83.625 2347.00
1967 7 9 49.5641 -76.107 835.30
1967 6 24 59 -123.4 2501.70
1967 6 25 59.4482 -118.9838 327.50
1967 6 4 50.8125 -92.375 218.00
1967 6 30 51.978 -67.161 1615.50
1967 7 7 63.083 -117.55 259.21
1967 8 25 55.6 -121.3 706.10
1967 6 28 49.7399 -75.6595 1421.70
1967 6 3 53.765 -101.807 202.42
1967 9 22 50.477 -96.31 2789.00
1967 6 17 63.253 -137.251 15183.15
1967 6 19 54.26 -108.686 5789.47
1967 9 15 48.5 -123.9 686.70
1967 6 28 51.4276 -73.0992 2934.00
1967 7 8 63.167 -113.583 259.21
1967 7 25 53.736 -104.044 2247.36
1967 6 20 62.117 -123.367 1458.01
1967 9 21 49.7 -121.5 446.30
1967 7 28 50.6536 -115.1869 263.00
1967 6 17 62.5 -136.33 3613.79
1967 5 14 53.969 -109.63 202.43
1967 6 29 52.109 -66.5588 432.80
1967 6 5 50.6487 -68.6618 716.30
1967 6 17 65.03 -140.98 4315.77
1967 11 1 52.165 -101.706 523.31
1967 8 30 0 0 9324.20
1967 6 28 51.3695 -73.2963 1021.90
1967 7 31 49.7 -116.6 205.10
1967 6 5 47.303 -72.6906 1179.30
1967 6 20 63.53 -134.5 8494.61
1967 6 29 52.1451 -66.3212 8066.20
1967 6 3 47.0625 -83.875 8094.00
1967 6 17 62.13 -139.117 6346.84
1967 6 10 64.3 -139.75 8253.41
1967 9 16 52.3 -120.9 254.90
1967 8 18 54.8594 -115.3262 357.80
1967 8 18 48.62 -55.12 323.00
1967 6 24 57.2 -121 258.90
1967 6 20 52.6 -120.4 1219.70
1967 5 22 55.2051 -116.4845 234.30
1967 5 19 53.372 -106.086 412.95
1967 9 2 52.19 -96.928 1069.00
1967 6 16 63.83 -140.75 24483.17
1967 8 18 51 -119.2 19592.80
1967 5 29 46.9012 -76.1059 245.20
1967 5 15 54.085 -109.361 906.88
1967 8 9 56.82 -98.97 600.00
1967 5 17 53.649 -107.413 607.28
1967 7 4 50.9056 -71.9627 435.00
1967 8 5 51.1 -117.8 590.80
1967 8 24 63.667 -118.833 259.21
1967 8 3 50.6 -118.6 495.70
1967 8 10 52 -117.7 619.10
1967 8 12 56.9 -98.03 428.00
1967 8 11 56.26 -95.12 3500.00
1967 5 26 46.5625 -80.625 304.00
1967 8 12 54.653 -98.781 2720.00
1967 9 22 54.042 -96.117 200.00
1967 5 30 50.35 -95.837 214.00
1967 9 13 61.333 -119.917 362.89
1967 8 5 57.25 -97.58 258.00
1967 8 16 57.5 -130.2 563.30
1967 8 17 50.5 -119.4 281.20
1967 9 12 49.6 -124.3 403.00
1967 8 12 56.93 -98 2976.00
1967 8 14 51.8 -124.1 1804.90
1967 9 16 49.5 -121.2 232.20
1967 5 29 53.78 -101.51 880.00
1967 9 18 56.3 -120.3 364.20
1967 8 15 52.8 -124.1 3282.80
1967 9 17 59 -127.4 809.30
1967 6 3 46.9375 -83.375 1214.00
1967 9 19 54.4485 -114.7604 228.90
1967 9 15 48.5 -123.9 742.50
1967 8 11 49.2 -116.8 2450.30
1967 9 15 50.1 -121.4 293.30
1967 9 1 50.1 -121 497.70
1967 9 21 49.7 -122 231.00
1967 9 15 49.9 -124.1 297.80
1967 8 5 51.2 -118 493.70
1967 8 11 55.83 -94.75 800.00
1967 8 11 56.03 -94.73 1360.00
1967 8 27 53.9101 -117.7386 1020.10
1967 9 1 52.514 -95.383 6007.00
1967 5 19 53.402 -106.946 708.50
1967 8 31 51.103 -97.288 2000.00
1967 9 11 52.9195 -68.6591 1279.60
1967 9 16 51.645 -95.374 647.00
1967 9 1 53.725 -95.6 240.00
1967 8 29 0 0 1813.00
1967 9 8 48.7 -124.1 555.60
1967 8 8 55.07 -93.22 4000.00
1967 9 14 49.5 -121.5 320.50
1968 6 14 48.9739 -66.1459 336.71
1968 5 19 54.4164 -113.4891 21565.32
1968 5 19 55.3215 -116.318 1730.60
1968 7 30 68.133 -130.75 50803.21
1968 7 9 50.87 -56.13 1132.00
1968 5 1 58.4 -126.7 202.30
1968 4 15 49.84 -96.441 3912.00
1968 5 19 53.1103 -115.107 326.10
1968 6 6 51.4287 -74.57 1077.30
1968 5 19 53.6046 -115.9567 3138.00
1968 5 17 53.5319 -114.44 283.20
1968 5 20 52.6813 -114.6021 3048.89
1968 7 15 54.7 -104.55 242.91
1968 8 11 64.133 -116.267 1692.91
1968 5 29 49.8492 -68.8398 378328.61
1968 8 11 63.583 -125 3825.24
1968 5 1 49.516 -96.386 954.00
1968 5 1 51.732 -100.434 1197.60
1968 6 18 51.916 -69.2364 526.10
1968 5 1 50.764 -98.922 810.00
1968 5 19 55.765 -116.3125 330.20
1968 4 22 52.034 -99.707 800.00
1968 5 27 50.361 -73.6243 557.26
1968 4 1 58.5 -126.9 323.70
1968 5 19 53.1831 -115.1558 8245.70
1968 5 29 49.6842 -74.2024 405.50
1968 8 8 68.417 -133.583 35147.53
1968 5 20 54.2412 -115.0288 13089.52
1968 4 28 50.451 -95.596 9216.00
1968 5 31 51.5781 -77.8849 3306.76
1968 5 20 53.7137 -115.3864 625.80
1968 7 30 54.726 -100.495 832.00
1968 5 1 49.313 -95.991 1396.80
1968 4 18 49.317 -96.42 2600.00
1968 5 27 48.2232 -78.9069 263.86
1968 5 16 51.3 -122.1 263.00
1968 5 18 56.4927 -119.201 217.60
1968 5 31 51.3836 -77.9466 5000.00
1968 8 12 63.133 -117.783 2904.67
1968 5 20 55.1178 -117.1769 919.60
1968 5 4 52.6813 -114.6021 1508.00
1968 5 28 49.0496 -72.264 314.04
1968 4 16 49.877 -99.674 1140.00
1968 6 13 64.33 -140.683 636.71
1968 4 30 52.889 -101.605 960.00
1968 6 19 55.08 -61.08 1595.00
1968 5 15 49.9743 -74.3806 465.40
1968 4 17 49.659 -96.344 268.00
1968 5 11 52.412 -100.816 720.00
1968 7 24 48.2633 -72.1735 2983.81
1968 8 10 50.3 -118.7 299.40
1968 8 12 55.35 -108.68 9327.93
1968 5 31 51.4662 -78.0054 3266.69
1968 5 5 51.95 -100.599 520.00
1968 7 14 56.43 -107.935 728.74
1968 4 30 49.202 -96.358 528.40
1968 5 20 54.4694 -110.4551 1332.00
1968 6 16 67.883 -130.05 10368.01
1968 8 2 52.57 -56.42 2591.00
1968 6 19 52.0831 -68.2328 299.03
1968 5 31 51.4496 -76.3004 5697.62
1968 7 16 48.3691 -66.1817 497.77
1968 4 18 51.481 -99.415 920.00
1968 6 18 51.7471 -70.3763 1537.84
1968 5 19 55.1389 -112.9442 46327.11
1968 5 31 51.3689 -77.5815 1370.70
1968 5 18 55.9469 -117.7548 1108.87
1968 7 17 64.07 -136.034 274.59
1968 6 16 48.9684 -68.943 2481.18
1968 8 6 66.833 -129.167 32140.81
1968 8 5 49.7763 -67.1967 216.92
1968 5 19 54.8666 -117.4359 2600.40
1968 5 23 56.45 -108.75 222.67
1968 5 14 46.6875 -81.125 304.00
1968 6 18 50.708 -71.625 1133.10
1968 8 10 49.7 -121.8 500.50
1968 8 23 66.033 -117.9 487.23
1968 7 30 62.767 -119.267 607.51
1968 6 18 51.7293 -70.4324 809.39
1968 5 19 55.0594 -115.2817 31500.97
1968 7 3 57.3 -126.1 4451.50
1968 6 16 65.2 -125.667 4665.61
1968 4 15 49.755 -96.373 720.00
1968 5 19 54.882 -112.6803 30427.07
1968 7 15 55.67 -108.17 404.85
1968 5 29 56.45 -108.75 3643.72
1968 5 19 54.591 -113.5647 28755.16
1968 8 15 58.8 -132.4 283.20
1968 5 19 53.7337 -115.494 771.30
1968 4 17 51.35 -99.415 730.00
1968 7 31 64.033 -117.467 449.16
1968 6 18 52.4486 -70.1485 404.69
1968 7 17 64.194 -136.186 578.98
1968 6 27 58.5 -103.33 506.07
1968 5 21 55.3321 -115.844 810.60
1968 5 12 51.943 -100.268 684.00
1968 5 29 48.7644 -73.3864 666.94
1968 4 1 58.4 -126.8 445.10
1968 5 6 52.896 -101.538 206.00
1968 7 12 64.05 -136.45 256.69
1968 7 12 64.133 -136.146 3824.55
1968 5 31 51.716 -76.3554 3149.33
1968 5 19 53.7174 -115.3297 561.00
1968 5 19 53.7465 -115.3236 549.10
1968 5 19 54.3939 -116.9966 4132.40
1968 5 16 52.3283 -114.8435 710.60
1968 5 18 55.3779 -116.7508 5365.20
1968 5 29 47.33 -54.92 445.00
1968 8 15 67.983 -133.9 32999.41
1968 7 16 48.5408 -66.2901 1949.41
1968 5 19 55.0566 -113.3159 6082.60
1968 10 5 52.5 -122.3 388.40
1968 7 15 53.4 -60.17 1417.00
1968 7 24 53.0838 -78.1477 22709.83
1968 7 9 51.3333 -116.1167 2430.00
1968 5 30 56.359 -109.434 202.42
1968 6 7 51.4551 -74.0438 11396.20
1968 7 22 63.532 -137.982 1977.03
1968 6 17 63.569 -137.739 345.82
1968 5 31 56.6 -103.17 1477.73
1968 5 14 48.4412 -64.4261 287.33
1968 6 9 49.0783 -72.1626 242.82
1968 6 24 60.9 -114.833 354.39
1968 5 13 48.8964 -72.3868 354.51
1968 5 22 54.924 -111.9272 459.50
1968 6 2 52.4048 -69.5311 3844.76
1968 6 12 50.127 -98.294 560.00
1968 6 20 57.63 -102.93 242.90
1968 6 26 54.107 -94.084 780.00
1968 5 12 49.214 -96.149 380.80
1968 6 9 49.3756 -71.2598 1875.35
1968 5 28 56.28 -109.827 518.22
1968 7 24 63.662 -137.404 2786.19
1968 7 28 62.583 -113.133 1866.25
1968 5 14 48.2362 -78.5293 333.87
1968 5 1 52.096 -100.683 432.00
1968 6 26 46.3819 -74.2607 1222.18
1968 6 11 49.0288 -65.5608 1036.02
1968 5 7 48.3457 -78.7822 249.29
1968 5 19 56.6 -122.4 210.40
1968 6 19 59.8 -132.8 202.30
1968 5 20 56.2372 -117.047 586.40
1968 5 21 56.1542 -116.7889 380.82
1968 5 19 55.3777 -118.0055 876.50
1968 5 12 55.3212 -115.453 372.20
1968 5 31 51.2156 -76.154 11532.58
1968 5 5 52.077 -100.231 1068.00
1968 6 17 55.766 -99.088 260.00
1968 5 18 53.6483 -115.8349 3905.90
1968 5 20 55.4632 -116.539 609.10
1968 5 31 51.0683 -76.2093 484.01
1968 6 2 50.2151 -73.3712 3739.38
1968 5 30 47.48 -52.65 344.00
1968 5 21 54.5858 -111.6335 2760.34
1968 6 17 52.2028 -68.957 213.60
1968 5 18 54.9638 -113.141 20812.55
1968 5 10 50.672 -97.772 432.00
1968 5 21 55.0129 -112.4769 1362.16
1968 5 19 54.4322 -114.335 162414.81
1968 6 8 48.1974 -79.0052 201.94
1968 5 20 54.9711 -113.0394 3911.45
1968 5 22 55.159 -113.7809 1283.30
1968 7 30 67.333 -133.25 49896.01
1968 5 26 49.9554 -75.2395 4150.55
1968 5 20 55.4014 -116.0872 2134.44
1968 5 9 58.7 -127.2 242.80
1968 5 22 54.4731 -111.1422 1093.00
1968 6 15 55.9 -109.65 1554.65
1968 4 18 52.427 -98.921 256.00
1968 5 18 56.1 -121.1 2402.20
1968 5 11 52.921 -101.526 7360.00
1968 6 2 52.5139 -69.597 14245.24
1968 6 1 51.487 -75.8739 3035.21
1968 5 15 48.0911 -71.256 1295.02
1968 5 4 54.5167 -111.0665 272.30
1968 6 18 52.1692 -69.7535 427.20
1968 5 22 55.3924 -116.9047 6011.40
1968 8 21 58.28 -103.48 453.44
1968 5 19 54.0684 -115.0569 1555.50
1968 5 19 52.583 -114.6276 2357.06
1968 5 2 55.4596 -116.1898 748.90
1969 6 25 62.946 -137.453 6667.95
1969 6 14 60.733 -130.133 1045.18
1969 6 14 62.33 -135.33 3341.80
1969 7 5 64.933 -125.05 12441.61
1969 6 18 61.462 -134.325 2000.65
1969 5 9 56.5 -120.1 318.80
1969 7 31 50.2 -124.2 204.30
1969 7 29 55.87 -107.67 404.85
1969 7 11 54.2 -60.5 1012.00
1969 6 26 55.206 -98.42 640.00
1969 6 14 58.8 -132.7 5697.90
1969 6 14 61.746 -129.655 540.40
1969 5 15 59 -125 202.30
1969 6 14 60.733 -125.667 9902.21
1969 7 12 58.0658 -112.0796 273.00
1969 6 27 62.1 -135.283 2845.61
1969 9 1 66.883 -132.5 6237.01
1969 7 12 54.62 -60.8 3109.00
1969 7 11 57.2879 -110.3606 2729.70
1969 6 4 52.0841 -115.1701 1165.90
1969 6 14 60.65 -129.867 21291.88
1969 6 24 62.967 -135.5 3612.23
1969 6 6 54.7 -128.7 343.90
1969 6 17 52.5 -124.9 4702.40
1969 6 14 62.802 -138.357 450.55
1969 6 14 60.58 -130.38 2468.68
1969 6 14 60.598 -130.091 491.06
1969 6 14 61.517 -129.667 6201.59
1969 5 15 58.9 -125.2 202.30
1969 5 1 57.7 -128.2 1129.00
1969 6 18 53.8 -123.1 349.40
1969 6 14 62.75 -136.083 28431.43
1969 6 9 50.3 -121.5 518.40
1969 5 19 52.4 -126.6 338.70
1969 7 9 60.717 -118.867 810.01
1969 6 15 62.729 -132.228 2951.31
1969 6 14 60.75 -130.83 4048.64
1969 5 21 65.717 -128.783 388.81
1969 7 19 60.8 -115.75 243.01
1969 7 13 56.108 -95.435 5632.00
1969 6 16 56.3 -122.5 1076.40
1969 6 13 62.242 -133.367 15516.61
1969 5 9 58.8 -125 258.90
1969 6 8 53.984 -98.189 240.00
1969 7 21 55.118 -96.676 760.00
1969 6 19 62.1 -127.417 11680.21
1969 7 4 57.687 -101.642 600.00
1969 6 14 60.7 -133.58 6462.29
1969 8 30 49.2 -114.9 240.70
1969 6 15 62.375 -132.12 382.47
1969 7 17 55.941 -101.452 360.00
1969 6 15 61.95 -131.32 1981.77
1969 6 13 59.7 -125.6 18324.10
1969 7 28 55.72 -108.28 485.82
1969 9 2 63.32 -140.36 2111.63
1969 6 15 62.158 -132 2679.03
1969 6 14 58.1 -130.6 10038.60
1969 5 11 56 -121.4 207.10
1969 5 15 57.8 -123.7 2330.90
1969 9 10 66.8 -131.867 1336.51
1969 8 24 49.6 -119.7 394.50
1969 7 15 65.167 -125.25 1036.81
1969 6 11 58.7 -125.8 1537.80
1969 5 23 53.9 -123.7 1521.60
1969 7 19 63.15 -123.833 2646.28
1969 6 14 60.733 -130.221 437.69
1969 6 10 56.6 -122.1 569.70
1969 6 16 54.9 -128.9 201.50
1969 9 2 63.48 -138.767 1107.94
1969 6 14 55.3 -123.2 464.50
1969 6 14 62.818 -138.406 776.94
1969 6 15 62.125 -130 18783.88
1969 6 13 65.333 -125.667 10886.41
1969 6 15 62.25 -130.75 3889.21
1969 8 10 55.468 -96.695 280.00
1969 6 14 65.807 -136.12 26866.37
1969 9 1 57.1 -108.83 39255.06
1969 6 1 51 -116.9 379.50
1969 8 10 61.05 -116.85 283.51
1969 6 15 50.4 -118.4 764.80
1969 6 27 64.117 -117.233 1822.51
1969 6 23 66.267 -123.4 77760.01
1969 8 7 52.634 -102.522 809.71
1969 8 8 49.2 -119.5 283.20
1969 7 6 60.9 -122.35 2071.59
1969 7 7 67 -134.917 1134.01
1969 8 9 54.973 -97.572 320.00
1969 7 31 58.35 -109.83 1417.00
1969 7 19 65.167 -125.5 3110.41
1969 7 13 53.933 -95.302 480.00
1969 7 21 55.925 -104.55 1012.14
1969 6 14 60.291 -125.494 3582.43
1969 6 15 58.2 -131 621.50
1969 7 20 53.845 -93.628 600.00
1969 6 14 62.25 -135.25 44276.78
1969 5 15 58.9 -125.2 242.80
1969 7 21 50.4 -125.7 343.90
1969 6 14 62.66 -136.52 44174.09
1969 6 14 61.517 -128.233 1928.02
1969 7 21 61.867 -117.433 1215.01
1969 6 14 59.2 -132.6 4143.90
1969 7 8 66.95 -133.283 7776.01
1969 7 8 66.8 -132.633 2592.01
1969 7 13 53.605 -96.684 260.00
1969 6 15 61.981 -131.989 44473.00
1969 6 17 62.243 -138.535 8994.52
1969 6 3 65.917 -129.5 124416.01
1969 6 13 57.6 -131.1 1133.10
1969 8 17 58.28 -105.5 4453.44
1969 8 9 60.767 -110.367 1036.81
1969 7 7 66.367 -133.2 4147.21
1969 6 13 52.3 -124.3 343.90
1969 7 13 53.933 -96.045 280.00
1969 7 8 66.967 -133.167 4779.01
1969 6 14 60.08 -126.22 6484.32
1969 7 24 56.63 -106.95 202.42
1969 6 13 57.3026 -118.6799 12036.90
1969 7 24 58.42 -108.92 4858.29
1969 6 17 62.635 -138.802 5834.58
1969 7 17 56.988 -98.182 480.00
1969 7 8 66.633 -130.75 4537.23
1969 7 19 65.1 -126.1 518.41
1969 7 17 57.425 -99.49 344.00
1969 4 25 52.878 -101.551 220.00
1969 7 19 59.0326 -115.0212 231.90
1969 6 14 62.767 -138.25 4384.46
1969 6 5 52.5939 -115.3233 1195.40
1969 7 6 64.2 -125.083 3613.42
1969 5 20 52.1 -126.5 230.60
1969 7 27 50.2 -119 374.30
1969 5 21 56.3 -122.7 214.00
1969 7 14 67.083 -132.5 3110.41
1969 8 21 60.8 -116.583 4147.21
1969 6 16 56.4 -122.7 878.90
1969 6 4 58.8 -125.2 248.40
1969 8 18 58.7 -122.4 876.50
1969 6 14 65.531 -134.955 8368.30
1969 7 10 57.599 -100.33 8800.00
1969 6 15 62.962 -129.912 10353.51
1969 8 6 58.52 -104.8 1214.57
1969 7 13 54.107 -94.084 800.00
1969 6 3 65.833 -128.683 100845.01
1969 6 14 61.433 -129.2 3645.94
1969 7 13 55.155 -95.842 1200.00
1969 6 14 62.927 -138.165 1420.14
1969 7 7 66.517 -133.2 445.51
1969 6 12 58.3 -123.7 708.20
1969 7 16 65.2 -127.183 12960.01
1969 7 17 57.075 -98.021 240.00
1969 6 9 62.8 -135.235 26815.47
1969 6 10 60.25 -117.25 405.01
1969 6 14 62.417 -135.95 49596.29
1969 8 9 55.424 -96.676 200.00
1969 8 9 53.671 -96.352 280.00
1969 6 14 60.92 -133.83 3754.40
1969 6 3 57 -123.4 5099.00
1969 6 8 58.4 -124.2 4856.20
1969 7 7 60.15 -116.75 283.51
1969 6 9 50.1 -121 314.80
1969 5 23 53.969 -105.878 1619.43
1969 9 13 49.9 -114.9 271.10
1969 7 11 54.53 -65.13 404.00
1969 8 20 60.167 -110.533 1498.51
1969 7 17 56.726 -98.495 200.00
1969 6 14 65.83 -135.08 12410.35
1969 8 15 56.73 -106.33 809.71
1969 8 9 53.583 -96.647 200.00
1969 7 6 63.55 -122.717 7986.61
1969 7 13 56.726 -97.538 4000.00
1969 9 1 55.132 -105.03 728.74
1969 4 1 51.5 -118.5 453.60
1969 6 15 58.3 -130.9 4351.10
1969 6 12 50.3 -120.1 229.40
1969 8 22 55.591 -93.146 200.00
1969 6 13 67.1 -130.167 44582.41
1969 7 5 56 -124.2 283.20
1969 5 28 48.5625 -90.625 486.00
1969 6 21 64.539 -140.258 15093.34
1969 5 15 58.9 -125.1 323.70
1969 7 6 64.117 -124.833 4372.79
1969 7 7 66.55 -133.333 1036.81
1969 7 6 66.133 -128.5 526.51
1969 6 16 56.3 -121.6 331.80
1969 6 20 64.369 -139.761 19932.01
1969 7 29 55.278 -99.727 584.00
1969 7 6 63.167 -122.567 808.39
1969 6 8 59.6812 -117.813 9777.50
1969 7 9 48.3649 -64.8803 557.00
1969 6 14 63.4 -137.46 8478.41
1969 6 15 62.65 -131.63 15387.89
1969 6 3 57.2 -125 5260.90
1969 6 17 62.12 -132.28 5507.58
1969 8 10 56.5 -120.4 396.50
1969 6 14 60.821 -128.435 2377.36
1969 5 8 56 -121 3952.50
1969 6 14 60.983 -133.467 219.19
1969 6 14 62.95 -138.233 47588.00
1969 6 15 62.92 -132.467 3096.77
1969 6 14 61.75 -127.833 3989.26
1969 6 14 59 -128.7 20719.90
1969 6 1 62.333 -127.75 4805.74
1969 8 16 60.767 -115.9 283.51
1969 8 3 60.633 -111.467 5728.33
1969 8 22 49.9 -116.8 783.40
1969 5 20 52.1 -126.6 542.20
1969 5 8 55.9 -121.4 382.00
1969 9 2 54.449 -104.004 404.85
1969 7 13 55.148 -96.137 1560.00
1969 8 9 54.973 -97.598 320.00
1969 8 5 61.2 -110.417 2462.41
1969 5 23 56 -121.4 1502.10
1969 5 28 48.4375 -90.125 656.00
1969 7 13 56.166 -95.548 6240.00
1969 5 16 58.105 -109.58 1117.40
1969 7 17 56.988 -98.343 280.00
1969 7 16 63.42 -136 2800.91
1969 8 24 49.2 -119.6 4718.60
1969 7 17 57.774 -98.36 400.00
1969 6 13 59.4 -125.6 35798.50
1969 6 30 53.15 -107.5 1214.57
1969 7 17 57.337 -97.539 360.00
1969 5 10 55.9 -121.3 304.30
1969 7 13 47.7 -53.42 518.00
1969 6 10 60.3 -115.733 202.51
1969 7 13 53.9 -66.42 2429.00
1969 6 30 59.367 -113.15 2802.10
1969 8 22 55.853 -93.765 400.00
1969 5 1 56.1 -120.9 722.30
