0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
0.6820E-07 0.5688E-06 0.5947E-05 0.1349E-03 0.6269E-02 0.2189E+00 0.2566E+01 0.6787E+01 0.2700E+02 0.9789E+02 0.3774E+03 0.1473E+04
